"Activity Name","Operation","actionId","User Name","Source IP","Role","Profile","Country","City","Activity Trust","Trusted For","Trust Reason","ASN","Account ID","IP Organization","Device Type","OS","Browser","Activity Timestamp","Processed Timestamp","Parent Service Name","CSP ID","Sub-Service Name","Instance","Number of Events","File/Report Name","File/Folder Path","File Size","File Type","File Owner","Last Modified","Directory?","Domain","Sharing Enabled?","URL","Report Details","Other Info","targetId","Proxy Type","Proxy Description","Network Type","Region","ASN Name","Device ID","Device Managed"
"File accessed","FileAccessed","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 19,2018 21:47:44:000Z","March 19,2018 21:47:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521476166.97","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521476166.97/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"PageViewed","PageViewed","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 19,2018 21:56:24:000Z","March 19,2018 21:56:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/_layouts/15/onedrive.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File accessed","FileAccessed","N/A","app@sharepoint","52.8.140.255","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 19,2018 22:03:05:000Z","March 19,2018 22:03:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521476784.9","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521476784.9/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","March 20,2018 20:57:11:000Z","March 20,2018 20:57:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","Python Requests 2.10","false"
"PageViewed","PageViewed","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 20:57:20:000Z","March 20,2018 20:57:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/_layouts/15/onedrive.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"PageViewed","PageViewed","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 20:57:16:000Z","March 20,2018 20:57:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/SitePages/Home.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","March 20,2018 20:57:11:000Z","March 20,2018 20:57:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","Python Requests 2.10","false"
"Password logon initial auth using password - Success","PasswordLogonInitialAuthUsingPassword - Success","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","March 20,2018 20:57:18:000Z","March 20,2018 20:57:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"Password logon initial auth using password - Success","PasswordLogonInitialAuthUsingPassword - Success","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","March 20,2018 20:57:18:000Z","March 20,2018 20:57:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File accessed","FileAccessed","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:03:49:000Z","March 20,2018 21:03:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","March 20,2018 21:03:35:000Z","March 20,2018 21:03:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","Python Requests 2.10","false"
"FolderCreated","FolderCreated","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:03:39:000Z","March 20,2018 21:03:00:000Z","Office365","2698","SharePoint","Default","1","1521560019.44","https://shnyhddev05.sharepoint.com/Shared Documents","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"PageViewed","PageViewed","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:03:39:000Z","March 20,2018 21:03:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/SitePages/Home.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","March 20,2018 21:03:35:000Z","March 20,2018 21:03:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","Python Requests 2.10","false"
"File uploaded","FileUploaded","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:03:40:000Z","March 20,2018 21:03:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"SharingInheritanceBroken","SharingInheritanceBroken","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:04:40:000Z","March 20,2018 21:04:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"FileVersionDeleted","FileVersionDeleted","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:31:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"PageViewed","PageViewed","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:04:36:000Z","March 20,2018 21:04:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/_layouts/15/onedrive.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File renamed","FileRenamed","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:30:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx.pdf","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","pdf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx.pdf","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File renamed","FileRenamed","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:15:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"FileVersionDeleted","FileVersionDeleted","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:14:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File copied","FileCopied","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:09:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File deleted","FileDeleted","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:31:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","wiEtQT1tgrCEk-Confidential.docx","https://shnyhddev05.sharepoint.com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Quarantine/wiEtQT1tgrCEk-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"FolderCreated","FolderCreated","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:04:37:000Z","March 20,2018 21:04:00:000Z","Office365","2698","OneDrive","Default","1","1521560076.9","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:14:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File accessed","FileAccessed","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:29:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","wiEtQT1tgrCEk-Confidential.docx","https://shnyhddev05.sharepoint.com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Quarantine/wiEtQT1tgrCEk-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:30:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:04:09:000Z","March 20,2018 21:04:00:000Z","Office365","2698","SharePoint","Default","1","wiEtQT1tgrCEk-Confidential.docx","https://shnyhddev05.sharepoint.com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Quarantine/wiEtQT1tgrCEk-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File or folder shared","SharingSet","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:04:40:000Z","March 20,2018 21:04:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File or folder unshared","SharingRevoked","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:05:36:000Z","March 20,2018 21:05:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File or folder shared","SharingSet","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:05:15:000Z","March 20,2018 21:05:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File or folder shared","SharingSet","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:05:09:000Z","March 20,2018 21:05:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File or folder shared","SharingSet","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:05:38:000Z","March 20,2018 21:05:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"FolderDeleted","FolderDeleted","N/A","sharepoint\system","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","unknown","N/A","March 20,2018 21:05:13:000Z","March 20,2018 21:05:00:000Z","Office365","2698","SharePoint","Default","1","20180318","http://fundamental_donotdelete_88c1b546-61e9-4539-93f5-537563c3318d/Lists/Recently Shared Items","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","http://fundamental_donotdelete_88c1b546-61e9-4539-93f5-537563c3318d/Lists/Recently Shared Items/20180318","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File or folder shared","SharingSet","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:05:11:000Z","March 20,2018 21:05:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File or folder shared","SharingSet","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:05:36:000Z","March 20,2018 21:05:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File or folder shared","SharingSet","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 20,2018 21:06:05:000Z","March 20,2018 21:06:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560076.9","N/A","N/A","N/A","N/A","true","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"FileAccessedExtended","FileAccessedExtended","N/A","app@sharepoint","52.8.140.255","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_144","March 20,2018 21:09:00:000Z","N/A","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1521560019.44/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","March 20,2018 21:11:13:847Z","March 20,2018 21:11:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","Unknown(CBAInPROD)","false"
"PageViewed","PageViewed","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:11:02:000Z","March 20,2018 21:11:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/_layouts/15/onedrive.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","March 20,2018 21:11:13:847Z","March 20,2018 21:11:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","Unknown(CBAInPROD)","false"
"SharingInheritanceBroken","SharingInheritanceBroken","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:16:29:000Z","March 20,2018 21:16:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1521560786.8/Confidential.docx","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560786.8/Confidential.docx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File uploaded","FileUploaded","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:16:28:000Z","March 20,2018 21:16:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560786.8","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560786.8/Confidential.docx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"FolderDeleted","FolderDeleted","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:16:26:000Z","March 20,2018 21:16:00:000Z","Office365","2698","OneDrive","Default","1","1521560076.9","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521560076.9","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"FolderDeleted","FolderDeleted","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 20,2018 21:16:25:000Z","March 20,2018 21:16:00:000Z","Office365","2698","OneDrive","Default","1","1521476784.9","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1521476784.9","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
